chain_id,chain_name,product_group_ids,default_product_group_id
148190,Духанъ,"[23, 24, 25, 30]",25.0
187538,SUSHI BAR,"[1, 2, 40]",2.0
187238,Лосось Фуд,[2],2.0
184594,Пробка,"[6, 26]",6.0
186918,Timyan Pizza and Sushi,"[1, 2]",2.0
167030,Чайхана Асал,"[5, 34, 44]",44.0
187942,Грузинская пекарня,"[5, 30, 37]",37.0
186914,Doгги Doggie,[28],28.0
187694,Столовая Радуга,[43],43.0
129106,Баскин Роббинс,[27],27.0
183926,Таверна,"[1, 19, 25, 26]",1.0
187166,Тунец,"[1, 2, 18, 40]",2.0
173174,El Mucho,[35],35.0
151438,Вкус Любви,"[24, 30]",30.0
173438,VIP rolls,"[1, 2]",2.0
32978,ОС-Богатырь,"[1, 3, 5, 21]",3.0
183266,Ollis,"[2, 23, 26]",2.0
187190,В Питере,[42],42.0
159610,SUSHI LUXE,"[2, 40]",40.0
187750,СушиЯ,"[2, 40]",2.0
187710,Саамо Фуд,[37],37.0
188078,Сеньор Денёр,[19],19.0
142606,Пифагор,"[20, 25]",25.0
188038,Sushi Lovers,[2],2.0
184862,Burger King,"[6, 26]",6.0
188090,Плюс Хочу шаурму,[19],19.0
185682,Skoba,[42],42.0
187650,Leto Cafe,"[1, 2, 5, 25]",1.0
187854,MYATA PLATINUM OLIMP,"[1, 23, 42]",42.0
187678,Istanbul,"[24, 30, 44, 45]",24.0
188034,SushibarFamily,"[2, 18, 40]",2.0
126098,Пицца.Ru,"[1, 26]",1.0
181906,Barista,"[26, 52]",52.0
140322,Finch Coffee,"[30, 34, 48]",34.0
178354,Кофе в Банке,[52],52.0
182106,Фестиваль,[43],43.0
124114,Кафе Дяди Сэма,"[6, 25, 26]",25.0
172850,F4 PIZZA,[1],1.0
136458,СССР,"[25, 30, 34]",25.0
187182,Лавка Пирогова,[3],3.0
155502,CoffeeNAT,"[27, 52]",52.0
169258,Полезные обеды и десерты,"[33, 43]",33.0
184238,Нуар Хаус,[1],1.0
130366,Z кафе,"[1, 23]",1.0
166282,Ешь мясо,"[5, 25, 37]",5.0
150062,Каракилис,[25],25.0
181870,Грабли box,"[27, 30, 43]",43.0
186766,Русалочка Суши,"[2, 40]",2.0
140614,Куры Гриль,[25],25.0
187486,Albion,[42],42.0
130746,4 теста,"[37, 43]",43.0
162790,Jerome,[42],42.0
188050,Takoyaki,"[2, 20, 26, 40]",2.0
129746,Долина Солнца,[3],3.0
130662,WASABI,"[1, 2, 40, 42]",2.0
188206,Street Roll,"[2, 18]",2.0
188178,Чайхона АЙВА,"[5, 44]",44.0
132442,Тещины блины,"[25, 43]",43.0
187926,Eat-Eat Pizza,"[1, 26, 42]",1.0
186818,Народная кулинария,"[30, 43]",43.0
143890,Roaster coffee,"[26, 31, 34]",34.0
187990,Pizza Napoli,[1],1.0
163870,Jager,"[20, 25]",25.0
188018,Золотая маска,"[1, 2, 24, 25]",25.0
133250,Блинная №1,[30],30.0
188006,My Sushi,[2],2.0
111574,Итальянцы,"[6, 25, 51]",25.0
186590,La Prima PIZZA,"[1, 2, 23]",1.0
186626,ПростоЕда,"[1, 2, 5]",2.0
145830,Лемонграсс,"[1, 23]",1.0
136330,RIBAY,"[6, 25, 26]",6.0
124742,БРУС ЛИ,"[6, 18]",6.0
155406,Гурмет House,"[5, 25]",5.0
188374,Дума,"[1, 2, 18, 25]",25.0
149066,Софико,"[5, 21, 37]",37.0
188126,Fresh Coffee,[52],52.0
144654,TAPIERA,[27],27.0
141258,KU-BO,"[2, 40]",2.0
130990,RED PIZZA,"[1, 2, 18]",1.0
188214,Pokeman,"[18, 40, 48]",48.0
188166,Хачапури и Вино,"[25, 30, 34, 37]",37.0
186378,The Boss Cafe,"[25, 26, 42]",42.0
186410,Prosto,"[1, 2, 23]",2.0
187202,Dolla Food,[2],2.0
184674,Pizza & кебаб,[1],1.0
187846,Сеньор Денёр,"[19, 26, 52]",19.0
188070,Кафе АиЁ,"[5, 30]",5.0
188370,Tasty food,[48],48.0
187754,Mr. Fox,[1],1.0
186274,PinkPizza,[1],1.0
188366,Импасто,"[1, 3, 23, 34]",1.0
187374,Гастрюля,"[34, 43]",43.0
121362,ЦАРЬ КАРТОШКА,"[25, 33, 43]",43.0
179646,ЛОВКИС,[43],43.0
138442,Марше,"[1, 23, 43]",43.0
171822,Coffee Like,[52],52.0
187898,ВокБангкок,"[18, 19]",18.0
185242,Золотой Апельсин,[27],27.0
121910,Kimchi Chicken,"[1, 3]",1.0
159686,Просто вкусный шашлык,[5],5.0
185646,OASIS,"[1, 6, 34, 48]",1.0
186258,Venting cafe,"[20, 27, 42]",20.0
51846,Очаг,"[5, 23, 25, 43]",43.0
188226,Базилик,[5],5.0
188342,Grill’n’chill,"[6, 19]",19.0
186878,Pho Viet,[39],39.0
144682,Райский Сад,"[1, 26]",26.0
90302,Motsna Pizza,[1],1.0
187762,Вояж,"[5, 44]",44.0
188386,Пити хана,"[5, 34, 44]",5.0
188266,ДОСТАВКУС,"[1, 2, 18, 40]",2.0
176022,Хинкальная 777,"[21, 37]",21.0
175430,Телебистро,"[1, 34]",34.0
188086,Оригами,"[1, 2, 6, 47]",2.0
185258,Kannam Chicken,"[25, 26, 38]",25.0
132490,Slivki Gelato,"[1, 30, 43]",1.0
177326,SUSHI BOOSTER,"[2, 40]",2.0
186318,Тюменский пломбир,[27],27.0
188026,Суши Макс Бокс,"[1, 2, 18]",2.0
186710,Principessa,"[1, 52]",1.0
125702,El Chapo,"[26, 35]",35.0
172882,Катин кофе,"[29, 30, 34, 42]",34.0
186630,Мари,"[33, 43]",33.0
188426,ЛЕПИМ и ВАРИМ,[43],43.0
188322,ЧАЙХАНА64,"[22, 24, 44]",44.0
166662,City LUNCH,[33],33.0
188002,DuckPekin,[18],18.0
180674,SUE Coffee,[52],52.0
141054,Cooklikemary,"[3, 30]",30.0
182494,Xramova,[27],27.0
187974,Донер,[19],19.0
184222,Район,"[1, 2, 6, 23]",1.0
188430,ДАВАЙ МЯСО!,[5],5.0
91094,FOOODBAZAR,"[40, 41, 43, 44]",44.0
144994,Entree,"[29, 31, 34]",29.0
181430,ВсёПоДелу,"[5, 6, 29]",6.0
134186,Котлетта,"[6, 25, 48]",25.0
188066,Кебабай,"[19, 26, 33, 44]",19.0
178466,Гудини,"[1, 5, 23, 37]",37.0
187714,Масала Арт,[41],41.0
184578,Буфет еда&кофе,[33],33.0
128366,Глав Достав,"[1, 2, 3, 6]",2.0
184018,СУШИ БАР,[2],2.0
185842,РыбаЕсть,[2],2.0
167214,Детское питание,"[25, 26, 30, 34]",30.0
187154,Утконос МИНИ,,0.0
149282,БалконЪ,"[5, 20, 25]",5.0
142482,Кофетун Сушитун,"[2, 23, 40]",2.0
138034,Ламаджо&Пицца Продакшн,"[30, 34, 44]",44.0
188030,Mr.BUTCHER,[5],5.0
188098,Трактир,"[5, 44]",5.0
188310,Осетинские Пироги,[3],3.0
112882,ОТДЫХ,"[5, 19]",5.0
156150,iq pizza,[1],1.0
133494,Taxi-Food,"[1, 2, 40, 42]",2.0
169218,Hindi,[41],41.0
188222,Император,[2],2.0
186430,Папа Джонс,"[1, 26]",1.0
188750,WellKebab,[5],5.0
153970,Не спать,"[27, 48]",27.0
188398,Shawerma #2,"[19, 26]",19.0
188094,Печкин,"[1, 5, 19, 30]",19.0
185902,ЗАЧЁТКА,[6],6.0
185854,РыбаЕсть,[2],2.0
184854,Burger King,"[6, 26]",6.0
186974,Шашлычный Уголок,[5],5.0
187994,ВкуснаЕда,[5],5.0
186566,Дикси,,0.0
187946,BROOKLYN,"[23, 24, 42]",42.0
184158,Наутилус Fish organic,[20],20.0
135782,Гастрономика,"[20, 25]",25.0
187654,Shaurmen Baristof,[26],26.0
183902,Сирена fish,"[1, 2, 18]",2.0
187598,Fazenda,"[2, 20, 24, 27]",2.0
188502,ДАВАЙ МЯСО!,[5],5.0
187858,FixRoll,"[1, 2]",2.0
182238,Каfеma,"[27, 52]",52.0
149870,Ешьбери,[43],43.0
188630,Shaurma Bar,"[19, 29]",19.0
188726,КусОк,"[1, 2, 20, 40]",1.0
175130,Waffi cafe,"[27, 52]",27.0
186114,#BLINSTORY86,"[43, 52]",43.0
188586,Суши на Дом,"[2, 18, 40]",40.0
120034,CHAKRULO,"[5, 37]",5.0
188394,R&S,"[1, 2, 40, 42]",2.0
188526,Novosushi,"[2, 40]",2.0
188146,Кулинаристика,"[30, 34, 43]",43.0
150762,АШКАЗАН,"[25, 30]",30.0
117794,Хинкали Бабушки Нанули,"[6, 21, 37, 51]",21.0
118410,Симит Хауз,"[1, 23]",1.0
123326,Перчини,"[1, 23, 42]",1.0
169422,ШаурМен,"[26, 30]",30.0
188606,Таманно,"[5, 34, 44]",44.0
188046,Шаурма King,"[26, 28]",26.0
138390,Пуаро,"[1, 23, 30, 43]",43.0
127098,ЧестномясО,"[6, 26]",6.0
174590,Хачапури-Хинкали-Оджахури,[37],37.0
69450,Султан,"[5, 23, 31, 44]",5.0
81666,ВКУС И ЦВЕТ,"[31, 42, 43]",42.0
152922,МЁD,[1],1.0
171986,Сырная крошка,,0.0
187622,Мангал Хаус,[5],5.0
188566,MiKo,[2],2.0
188654,AMAY,[18],18.0
136686,Норд Стар,"[18, 20, 25]",18.0
125842,Клёвое место,"[18, 42]",18.0
187890,Дубай Арабия,[1],1.0
165106,Coffee Like,"[29, 52]",52.0
188358,Van,"[5, 25]",5.0
188250,Shikudza,[2],2.0
187870,IZAKAYA,"[2, 40]",40.0
187266,Love is Sushi,"[1, 2]",2.0
187514,#BEER_BANK,[2],2.0
187370,Кафе 38,"[27, 29, 34]",34.0
132514,ГРИН ПАРК,"[1, 5, 23, 31]",5.0
188550,Ohana Kai,[36],36.0
120678,Шашлыкрязань,[25],25.0
187274,Барс,[37],37.0
83366,Club pizza,[1],1.0
46494,Чашки,"[1, 23, 42, 43, 51]",43.0
156866,Черновар,"[24, 25]",25.0
100442,Паруса на крыше,"[42, 43]",42.0
186138,Суши Нямай,[2],2.0
44202,Водопад,"[1, 5, 23, 51]",5.0
185922,Будет Тунец,[2],2.0
187674,Grape Wine and Kitchen Bar,"[34, 42]",42.0
188858,PHO BO №1,[39],39.0
128162,Европа Суши,"[1, 2, 18, 40]",2.0
185286,КАВКАЗСКАЯ Пленница,"[1, 5, 37]",5.0
188582,ShaFood72,"[6, 19, 26]",26.0
188718,Таекпицца,[1],1.0
173314,Отличные Суши,[40],40.0
188414,Poke n' bar,[48],48.0
188862,Up Sushi,[2],2.0
182902,Камин,[5],5.0
112194,Marselle,"[1, 6, 23, 25]",1.0
104298,The Champion,"[1, 6, 23, 25]",1.0
183554,Шеф Пицца,[1],1.0
121614,Taco Power,"[26, 27, 35]",35.0
159530,Казачий Дворъ,[43],43.0
185034,Kinza,"[1, 2, 40]",2.0
188786,EGO EGO,"[1, 2, 43]",1.0
175366,Шаурма 24,"[19, 26]",19.0
177854,Шаурма 24,[19],19.0
188758,TAR-TAR FOOD,"[6, 19, 35]",19.0
187062,METRO,,0.0
152570,СытоНакрыто,"[25, 43]",43.0
155914,Coffee Like,[52],52.0
158258,Шоколандия,"[25, 27, 43]",25.0
185718,Авилон,"[25, 29, 43]",43.0
135458,Волконский,"[27, 30, 34]",27.0
187026,METRO,,0.0
186802,Customfood,"[1, 2]",2.0
187070,METRO,,0.0
114590,Dario,"[1, 42]",1.0
165526,БЛИНБЕРИ,[43],43.0
186090,Семейные традиции,[25],25.0
160522,Surf Coffee,"[34, 52]",52.0
85802,Basil club,"[1, 23, 27, 42]",1.0
187830,Pizza Пан,"[1, 2, 18]",1.0
162970,Curry House,[41],41.0
188522,Никала Пиросмани,"[5, 21, 37]",5.0
187242,Шаверма,[19],19.0
188314,PizzSuha,"[1, 2]",1.0
180062,Subway,"[26, 29]",29.0
142658,Relita,"[25, 43]",43.0
188262,МОССУШИ,"[1, 2]",2.0
72134,SUPER SUSHI,"[2, 20, 41, 51]",2.0
188402,Happy Burger,"[6, 19]",6.0
179650,RikmanCoffee,[52],52.0
179934,Ла Мама Пицца,"[1, 30, 42]",1.0
168402,Озерки,,0.0
167002,Ласточка,"[1, 3]",1.0
186682,Виниловая Сова,[1],1.0
188058,Вкустон,"[34, 48]",48.0
188626,Шашлаваш,[5],5.0
185914,Рис да Вок,[18],18.0
108814,Грузинские Каникулы,"[5, 30, 37, 51]",5.0
125302,BURGER CLUB,"[6, 26]",6.0
147454,TheХлебъ,"[1, 23]",1.0
152502,Трюфель,[27],27.0
186666,ТВОИ СУШИ,[2],2.0
143698,Уголек,[5],5.0
127354,FAN OF DONUTS,[27],27.0
187722,Interoptika,"[1, 23, 34, 42]",42.0
176402,Дом Красоты,"[1, 2, 34]",34.0
188742,Авокадо,[37],37.0
167882,KimPak,[38],38.0
182990,ГриннBeer,"[6, 25, 26]",25.0
152326,Малёвка,"[5, 25, 37]",37.0
175006,БудуКофе,"[27, 30, 52]",27.0
147126,Café Veranda,"[2, 5, 18]",2.0
127862,Пряный Барашек,"[5, 21]",5.0
188962,Pizza Napoli,[1],1.0
131014,FARШ,[6],6.0
144174,ORDA,[25],25.0
189030,Ola Пицца,[1],1.0
188234,Давид,[5],5.0
180222,Суши-Маркет,"[2, 40]",2.0
187346,ТРИ ЦАРЯ,[2],2.0
47766,Беzухов,"[27, 43]",43.0
187998,5-й подьездъ,"[23, 34, 42]",42.0
106386,Виноград,"[5, 21, 37]",5.0
187686,Fortunato,[1],1.0
161830,Кооператив ,[6],6.0
187086,METRO,,0.0
188530,GoZakaz,"[1, 2, 18]",2.0
187826,Seoul Station,[2],2.0
188850,Хинкальный двор,"[19, 32]",19.0
80246,Ms. Sharle,"[1, 5, 23]",5.0
186894,METRO,,0.0
187638,Дары Малиновки,"[27, 48, 49]",48.0
185206,Гагарин,[26],26.0
188446,Мангал56,[5],5.0
187002,METRO,,0.0
187014,METRO,,0.0
188082,Ricco-Celentano,"[1, 25, 33, 42]",42.0
188794,Буратинос,"[1, 34, 42]",1.0
138934,Vegan Makaron,"[27, 47]",47.0
169250,Ваш Лаваш,[30],30.0
188934,Мархамат,[44],44.0
30450,IL Патио,"[1, 23, 42]",42.0
188486,Great Room Moscow,"[25, 48]",25.0
187626,Чайхана №1,[5],5.0
187490,Суши - TAKi,[2],2.0
138970,Хочу Пури,"[19, 30, 37, 43]",19.0
188982,Rich,"[5, 25]",5.0
124198,Smoky Rabbits,"[18, 26, 42]",42.0
174270,Пяткинъ,[43],43.0
187958,Суши Азии,"[1, 2]",2.0
188806,Тунец,"[1, 2, 18]",2.0
188306,Дружба народов,[37],37.0
188510,ПАРК КУР,[25],25.0
152490,DanilasBakery,[30],30.0
186618,Павлин,"[5, 19, 26, 32]",26.0
177698,One Price Coffee,"[27, 30, 34, 52]",52.0
187466,Бубо Бубо,[43],43.0
159126,Follow Me,"[1, 2, 26, 40]",40.0
111438,Чайник,"[2, 6, 42, 43]",2.0
137518,ВАХТАНГУРИ,"[1, 5, 30, 37]",37.0
161954,Канпай,"[2, 18, 40]",2.0
189026,ШАВЕРМА_ХАУЗ,[19],19.0
179890,Pitas & Burrito,[1],1.0
165478,Indigo,"[1, 2]",2.0
187690,Вкус еды,"[6, 23]",23.0
125618,Donna Olivia,"[1, 23, 27, 42]",27.0
180042,Устрицы Сочи,[20],20.0
137666,KUZU KEBAB,"[1, 5, 30, 37]",5.0
122610,Лобиани,"[5, 20, 21, 37]",37.0
88358,В Окошках,"[1, 6, 21]",1.0
188990,Заправка,[1],1.0
188778,Пиросмани,"[30, 37]",37.0
187258,Шашлычок,"[5, 21, 37]",37.0
139914,Харбин,"[18, 24, 43]",43.0
150994,TRAVELER’S COFFEE,"[23, 29, 34]",34.0
168494,Имерети,[37],37.0
2802,"Кондитерская ""Кафе Пушкинъ""","[27, 30, 43, 49, 51]",49.0
172006,Long Day Coffee,[52],52.0
188986,Дома Пицца,[1],1.0
188622,Волшебный пекарь,[3],3.0
188154,LaPinoPizza,[1],1.0
188454,Miks,"[1, 2, 18, 26]",2.0
171178,Эверест,"[2, 40]",2.0
188042,Люблин,"[5, 6, 20, 25]",25.0
185846,РыбаЕсть,[2],2.0
188818,Донер кебаб №1,[19],19.0
138450,ПИЦЦАШОП,[1],1.0
174046,Rocky Pizza,[1],1.0
187102,ЭльКремо,[27],27.0
188874,Очаг,"[5, 37]",5.0
187914,Zoltan,"[1, 19, 25, 26]",26.0
189058,RSC company,"[5, 34, 42, 43]",42.0
147658,Суши Хаус,"[2, 40]",40.0
183682,Barista,[52],52.0
188238,Шанхай,"[2, 18]",18.0
48702,Vместо Sushi,"[2, 6, 18, 25]",2.0
188254,Signature Kitchen,"[3, 25, 48]",25.0
182770,Арлепарк,"[1, 2, 40, 42]",2.0
189098,ОЧАГ,[5],5.0
182874,Терра ,"[34, 48]",48.0
122578,Buddha-bar,"[2, 36, 40]",36.0
188518,COOK&CLOCK,"[1, 30, 42, 43]",1.0
163234,Кушать Подано!,[43],43.0
23414,Макото,"[2, 18, 40]",40.0
174670,Шесть Сезонов,"[2, 36]",36.0
141430,Белевские сладости,"[27, 43, 48]",27.0
173586,Мечтать не вредно,"[1, 23, 42]",1.0
188722,Шаурма по Звенигородке,[19],19.0
127498,Pomidoro,"[1, 2, 18, 30]",1.0
183342,Самокат. Продукты,,0.0
188662,UrDuck,[36],36.0
148826,Хинкальная,[37],37.0
166030,Ура! Мороженое!,[27],27.0
189182,Ланч-Кафе,[33],33.0
127982,трактир Околица,"[5, 25, 43]",43.0
130834,GAO,[39],39.0
188950,Базар,"[21, 30, 37]",37.0
186906,Papa Grill,[6],6.0
189318,Jam Street Food,"[19, 26]",26.0
156014,Terrassa,"[1, 2, 36, 42]",36.0
169330,FM-Пицца ,[1],1.0
146906,Сыто Пьяно,"[1, 24, 25, 34]",25.0
188642,Хочу Шашлык&Хачапури,"[21, 37]",37.0
189134,ШАУРМА444,"[6, 19, 26, 32]",26.0
188970,НИППОН,[40],40.0
159646,Рандеву,[43],43.0
141402,ПАПА НЬОККИ,[42],42.0
187602,Bella vita,"[1, 2, 6, 23]",2.0
182426,Viet mania,[39],39.0
188730,Шашлык Машлык,"[5, 25, 34]",5.0
186558,Домино пицца/роллы,"[1, 2, 6, 18]",1.0
189042,LAVASH,[19],19.0
44250,Буйабес,"[20, 23]",20.0
174694,Дубровский,"[25, 43]",25.0
162182,Harat's Pub,"[25, 26]",26.0
185858,РыбаЕсть,[2],2.0
184510,Васаби,"[1, 2, 24, 25]",2.0
188974,Хинкальный Дом,[37],37.0
145462,Taza Food,"[6, 26]",26.0
186866,Осетия Тут!,[3],3.0
189330,DURAN,[25],25.0
189306,eastbox,[44],44.0
167926,NEMO,[48],48.0
189162,Честер Паб,"[2, 25]",2.0
169318,7CUPS,"[27, 34, 52]",52.0
188278,Кулинария пекарня 24,[43],43.0
118522,The Hound,[25],25.0
144162,Шоколад,"[25, 34]",34.0
188350,Вкус On,"[23, 29]",29.0
188842,Хинкальный двор,"[19, 32]",19.0
189110,7 пятниц,"[34, 43]",43.0
45386,Суши Яма,"[2, 18, 40]",2.0
162266,«Шеф Гриль»,"[6, 25, 26, 42]",25.0
188130,ПАПА ЛЕПИТ,[43],43.0
186838,YOI Правильный Фастфуд,"[33, 48]",48.0
186718,БИЗОН,"[5, 6, 19]",19.0
48226,Синдбад,"[5, 19, 23, 31]",5.0
188618,Икра,"[2, 36]",2.0
187018,METRO,,0.0
189166,Rise of rice,"[1, 2]",2.0
141462,KEBABOSS,"[19, 25]",19.0
115058,Megobari,"[5, 37]",5.0
187770,Ватрушкин,"[1, 18, 30]",1.0
167266,Pinzeria by Bontempi,[1],1.0
182158,Japan-easy,[2],2.0
188162,Суши спорт,[2],2.0
128334,Мясо тут,"[5, 6]",5.0
122982,Burger King,"[6, 26]",6.0
185342,FARШ,"[6, 26, 34]",6.0
188770,Колос,"[1, 5, 18, 30]",30.0
189106,Пекарня кулинария,"[3, 5, 19]",5.0
128598,На работе,"[6, 26]",6.0
189314,Донер Пицца,[19],19.0
188498,Инжир,"[5, 22]",5.0
184262,Отдых,"[5, 48]",48.0
188878,Тай sushi,"[2, 20]",2.0
189114,Nizza Pizza,"[1, 19]",1.0
149802,LULU RESTAURANT & FUMOLAB,"[23, 31, 42]",42.0
157210,Hardy,"[6, 26]",6.0
188190,Мамина pizza,"[5, 37]",37.0
70286,Загородный,"[5, 37]",37.0
130022,Welcome Кафе,"[6, 23]",23.0
137242,КombinaT,"[6, 26]",26.0
141326,Хитрые люди,"[20, 25]",25.0
143222,Merzen,"[5, 20, 24, 37]",37.0
186994,METRO,,0.0
189474,Кулинаръ,"[3, 30, 43]",30.0
187550,Русские блины,[43],43.0
179354,Кембридж / Cambridge,"[25, 29, 43]",43.0
162674,My gelato,"[42, 52]",42.0
183566,Barista,[52],52.0
161286,Батони Шоти,[37],37.0
155178,ЦАРЬ,"[5, 25]",5.0
157662,Арабелла,"[1, 42, 43]",42.0
186778,Флотилия,"[6, 24, 29, 34]",29.0
156566,Рецептор,"[18, 38, 40, 47]",40.0
23450,Мавританский Дворик,"[3, 5, 24, 27]",24.0
174138,Subway,"[26, 29]",29.0
188490,Пекарня №1,[30],30.0
188958,Gyros Grill,[32],32.0
184710,Барбекю SHOP,[5],5.0
186286,Синдбад,[44],44.0
189418,МакБургерс,"[1, 6, 26, 28]",26.0
169686,Блинница,"[33, 43]",43.0
169694,TACO FOOD,"[19, 35]",35.0
189262,Wok & Roll,[2],2.0
187910,Суши Мастер,"[1, 2, 18, 40]",2.0
185558,Мясное Трио,[25],25.0
130818,Camorra Pizza e Birra,[1],1.0
135438,Каравай,"[25, 43, 51]",43.0
187658,Белая Ночь,[19],19.0
122990,Burger King,"[6, 26]",6.0
142770,КЛЕVER,"[20, 25]",25.0
185654,Макдоналдс,"[6, 26]",6.0
136562,Палермо,"[1, 23, 42]",23.0
122378,Bento Box,"[2, 18, 40]",2.0
133906,Big Boys,"[1, 2, 18, 40]",2.0
139338,KOCHI,"[36, 38]",38.0
183086,СушиВёсла,"[2, 18, 36, 40]",2.0
162874,TERRA PARK,"[1, 5]",5.0
167070,Crab meet,[20],20.0
189038,Garda,"[1, 5, 25, 42]",42.0
189502,Гирос,"[26, 29, 30, 32]",26.0
162866,Берендей,[5],5.0
189422,ЧЕСТНЫЙ ПЕКАРЬ,"[3, 30, 37]",3.0
178070,У Эдика,"[5, 19]",5.0
132434,ПРИЧАЛЪ,"[5, 20, 25, 43]",5.0
158386,Шеф Амазония,"[1, 6, 25]",25.0
189434,Талер,"[1, 23]",1.0
189150,UPITEAT,"[1, 19, 26]",19.0
188906,Bali Bowl,[47],47.0
189614,Top Shawerma,"[19, 26, 28, 52]",19.0
189298,Кушац,[19],19.0
188210,LetoPIZZA,"[1, 42]",1.0
185274,Котлеты по-киевски,"[25, 26]",26.0
189730,Фаляфель и Шаурма Шам,"[6, 19]",19.0
187978,Seoul Station,[2],2.0
189094,White Star Lounge,"[1, 2, 36, 42]",36.0
188938,Соседи,[42],42.0
187798,Wok & Roll,[2],2.0
188258,Краснодарский парень,[6],6.0
189586,Чебрец,"[5, 44]",5.0
139498,Раковая №1,"[5, 20]",20.0
188810,Ohta Rill Brewery,[1],1.0
189170,Давайте Поедим,"[24, 36]",36.0
132342,ТРDЕЛЬНИК,[30],30.0
189282,БлиновЪ,[43],43.0
189758,Грин,"[25, 26, 29]",29.0
167718,Что за кофе?,"[27, 33, 34, 52]",52.0
188538,Sweet Pepper,"[27, 29]",29.0
138354,I-FISH,"[2, 40]",2.0
172434,Феличэ,[1],1.0
186882,Рис Да Рыба,"[2, 36]",2.0
189022,Вьет V Фо,[39],39.0
186166,"СУШИ ""LIFE""","[2, 40]",2.0
188894,Don Burrito,[35],35.0
181946,Грабли box,"[27, 30, 43]",43.0
187850,Positive Food,[48],48.0
189602,КоляБяка,[1],1.0
46802,Ploveberry,"[5, 22, 30, 44]",44.0
189806,Культовый бар,"[6, 25]",6.0
121534,DeliMarche,"[1, 25, 34, 42]",42.0
189682,Кафе Халяль,"[5, 22, 45]",45.0
185918,Римские будни,[1],1.0
186874,Royal Crab,[20],20.0
186674,Крендель,"[25, 30]",30.0
189718,Smile-pizzaroll,"[1, 23, 42]",42.0
189618,Есть что съесть,"[3, 27, 34, 43]",3.0
188942,ШаурмаМа,"[19, 44]",44.0
189446,Моя пицца,"[1, 2, 42, 43]",1.0
189626,Осетинские пироги,[3],3.0
175134,Zaryadkacoffee,[34],34.0
189610,Шаурма Кинг,[19],19.0
127502,PitLane,[25],25.0
188762,Жаркое,"[25, 33, 43]",43.0
187386,Синь Юань,[18],18.0
188466,Шамайка House Moscow,"[20, 25, 28]",20.0
189742,Шашлычкин,"[5, 20, 25, 37]",5.0
188594,Старый Дуб,"[5, 44]",44.0
117258,Jesstaurant,"[5, 20, 23, 42]",42.0
177666,Carl`s Junior,[6],6.0
170370,Лэндвич,"[29, 34]",34.0
189218,Чебуретти,"[26, 30]",30.0
188150,Pizza Preferita,"[1, 23, 27, 34]",1.0
141030,Sacebela,"[5, 21, 37]",37.0
189622,Есть что съесть,"[3, 27, 34, 43]",3.0
112174,Глинтвейн,"[1, 2, 6, 23, 51]",1.0
188922,Meat Me,"[19, 44]",44.0
189210,Кафе Джорджия,"[5, 21, 30, 37]",37.0
189326,Шаурмастер,[19],19.0
133490,ПАППАТОРИЯ,"[20, 25]",20.0
189174,Food Rec. | Daily Deli,"[29, 33]",29.0
137314,Lav Kebab,"[26, 43]",26.0
189078,Лечо Гриль,"[2, 5]",2.0
136410,yasha,"[26, 27, 31]",27.0
187158,#102чебурека,[30],30.0
129526,Суши Точка,"[1, 2, 3, 18]",2.0
171746,Старый Сычуань,[18],18.0
186314,Quan viet,[39],39.0
124250,Pizza KING,"[1, 2, 3, 41]",1.0
187838,Uno,[19],19.0
188834,Дракон-Суши,"[1, 2, 40]",2.0
72694,Гогиели,"[5, 21, 37, 43]",37.0
166538,Пекарня,[1],1.0
110474,Discount,"[1, 2]",2.0
117270,Абица,"[1, 2, 5]",2.0
189566,Тарелка,"[2, 5, 25]",25.0
189410,Дары Моря,"[1, 20, 23]",20.0
189826,Вкусная Кухня Анастасии,[1],1.0
188542,Пицца Хайп,[1],1.0
157046,Eat Market,"[2, 6, 25, 40]",40.0
187970,Траттория VITTORIA,"[1, 23, 42]",42.0
189810,Art of Poke,[48],48.0
183666,СушиВёсла,"[2, 18, 40]",2.0
188074,Богородский,[1],1.0
189574,Лаваш 36,[5],5.0
182822,Домино,"[1, 42]",1.0
189554,Мясоед,[6],6.0
189890,Домашний Очаг,"[5, 25]",5.0
187922,Честер Паб,"[2, 25]",2.0
188554,PIZZA CATTO,[1],1.0
124118,PUB DADDY,"[6, 25, 26]",26.0
187618,Как у мамы,"[5, 25, 30]",25.0
183122,Hokkaido,"[2, 36]",2.0
188158,Поющий Лосось,"[2, 40]",2.0
189658,Easy-Cheesy,[23],23.0
188494,ТОКИО-СУШИ,"[1, 2, 40]",40.0
182594,МАТАМ,"[37, 42]",42.0
184082,Дело не в вине,"[31, 42]",42.0
189654,5 звезд,"[1, 2]",2.0
184942,Stand Up Bar,"[2, 6, 26, 29]",26.0
189202,Яшель,[5],5.0
180506,GODIMENTO siciliano,[42],42.0
128810,Сhe Guevara & Tobacco,"[1, 23, 26]",1.0
128126,Лосось и Coffee,"[2, 20]",20.0
188298,SUSHI MAN,"[2, 18]",2.0
142102,Парккинг,"[1, 2, 5, 42]",1.0
189762,РИТМ БЛЮЗ КАФЕ,"[20, 23, 25, 26]",25.0
189922,Шаверма на тарелке,"[19, 26, 28, 29]",29.0
190042,Tea Funny,"[26, 40]",26.0
189822,LULU RESTAURANT & FUMOLAB,"[23, 31, 42]",42.0
179098,Любимчик,,0.0
